Serial No.,ID,Province,Province PCode,District,District PCode,Tehsil,Tehsil PCode,Health Facility Name,Health Facility Code,Health Facility Type
3539,7811,AJK,5,Sudhnooti,506,Palandri,0,BHU Panthal,506013,BHU 
3540,7810,AJK,5,Sudhnooti,506,Palandri,0,BHU Kakrul,506011,BHU 
3541,7809,AJK,5,Sudhnooti,506,Palandri,0,BHU Gora,506010,BHU 
3542,7808,AJK,5,Sudhnooti,506,Palandri,0,BHU Batran,506008,BHU 
3543,7807,AJK,5,Sudhnooti,506,Palandri,0,BHU Baral,506009,BHU 
3544,7806,AJK,5,Sudhnooti,506,Palandri,0,BHU Azad Pattan,506007,BHU 
3545,7805,AJK,5,Sudhnooti,506,Palandri,0,RHC Chachhan,506004,RHC 
3546,7804,AJK,5,Sudhnooti,506,Palandri,0,DHQ Hospital phallandri,506002,DHQ 
3547,7803,AJK,5,Bagh,502,Dhir Kot,0,RHC Seasir,501024,RHC 
3548,7802,AJK,5,Bagh,502,Dhir Kot,0,RHC Dhir Kot,501049,RHC 
3549,7801,AJK,5,Bagh,502,Dhir Kot,0,RHC Arja,501015,RHC 
3550,7800,AJK,5,Bagh,502,Dhir Kot,0,T.B Hospital Hill Bagh,501128,TBC 
3551,7799,AJK,5,Bagh,502,Dhir Kot,0,First Aid Post Sudhan Gala,501145,FAP 
3552,7798,AJK,5,Bagh,502,Dhir Kot,0,First Aid Post Rayala,501143,FAP 
3553,7797,AJK,5,Bagh,502,Dhir Kot,0,First Aid Post Poth,501135,FAP 
3554,7796,AJK,5,Bagh,502,Dhir Kot,0,First Aid Post Makhyala,501138,FAP 
3555,7795,AJK,5,Bagh,502,Dhir Kot,0,FAP Surung Dhavi,501036,FAP 
3556,7794,AJK,5,Bagh,502,Dhir Kot,0,FAP Skinderabad,501033,FAP 
3557,7793,AJK,5,Bagh,502,Dhir Kot,0,FAP Rangoli,501026,FAP 
3558,7792,AJK,5,Bagh,502,Dhir Kot,0,FAP Nara Kot,501054,FAP 
3559,7791,AJK,5,Bagh,502,Dhir Kot,0,FAP Gali Peer Khana,501041,FAP 
3560,7790,AJK,5,Bagh,502,Dhir Kot,0,FAP Chirala,501055,FAP 
3561,7789,AJK,5,Bagh,502,Dhir Kot,0,FAP Chamyati,501034,FAP 
3562,7788,AJK,5,Bagh,502,Dhir Kot,0,CD Sanghor Pathara,501037,CD 
3563,7787,AJK,5,Bagh,502,Dhir Kot,0,CD Salahin Saundanh,501091,CD 
3564,7786,AJK,5,Bagh,502,Dhir Kot,0,CD Kotali,501028,CD 
3565,7785,AJK,5,Bagh,502,Dhir Kot,0,BHU Sohawa Sharif,501029,BHU 
3566,7784,AJK,5,Bagh,502,Dhir Kot,0,BHU Rangla,501035,BHU 
3567,7783,AJK,5,Bagh,502,Dhir Kot,0,BHU Neela But,501032,BHU 
3568,7782,AJK,5,Bagh,502,Dhir Kot,0,BHU Mallot,501069,BHU 
3569,7781,AJK,5,Bagh,502,Dhir Kot,0,BHU Ghazi Abad,501059,BHU 
3570,7780,AJK,5,Bagh,502,Bagh,0,RHC Chitra Topi,501056,RHC 
3571,7779,AJK,5,Bagh,502,Bagh,0,RHC Chattar 2,502065,RHC 
3572,7778,AJK,5,Bagh,502,Bagh,0,Leprosy Clinic Bagh,501124,TBC 
3573,7777,AJK,5,Bagh,502,Bagh,0,DHQ Hospital Bagh,501136,DHQ 
3574,7776,AJK,5,Bagh,502,Bagh,0,First Aid Post Noor Gala,501141,FAP 
3575,7775,AJK,5,Bagh,502,Bagh,0,First Aid Post Muhajar Camp Chattar - 2,501134,FAP 
3576,7774,AJK,5,Bagh,502,Bagh,0,First Aid Post Kotery Qandeel,501137,FAP 
3577,7773,AJK,5,Bagh,502,Bagh,0,First Aid Post Basooti,501142,FAP 
3578,7772,AJK,5,Bagh,502,Bagh,0,First Aid Post Ban Gharan,501144,FAP 
3579,7771,AJK,5,Bagh,502,Bagh,0,FAP Sudhan Gali,501011,FAP 
3580,7770,AJK,5,Bagh,502,Bagh,0,FAP Salian Muldyalian,501094,FAP 
3581,7769,AJK,5,Bagh,502,Bagh,0,FAP Pear Ban,501031,FAP 
3582,7768,AJK,5,Bagh,502,Bagh,0,FAP Kotla Kullan,501058,FAP 
3583,7767,AJK,5,Bagh,502,Bagh,0,FAP Kothian,501093,FAP 
3584,7766,AJK,5,Bagh,502,Bagh,0,FAP Juglarhi,501114,FAP 
3585,7765,AJK,5,Bagh,502,Bagh,0,FAP Dharray,501022,FAP 
3586,7764,AJK,5,Bagh,502,Bagh,0,FAP Choar,501096,FAP 
3587,7763,AJK,5,Bagh,502,Bagh,0,FAP Chickscerian,501003,FAP 
3588,7762,AJK,5,Bagh,502,Bagh,0,Dispensary HQ Bagh,501001,CD 
3589,7761,AJK,5,Bagh,502,Bagh,0,CD Thub,501071,CD 
3590,7760,AJK,5,Bagh,502,Bagh,0,CD Raikot Lohar Balla,501019,CD 
3591,7759,AJK,5,Bagh,502,Bagh,0,CD Naryola,501023,CD 
3592,7758,AJK,5,Bagh,502,Bagh,0,CD Khawaja Ratnui,501027,CD 
3593,7757,AJK,5,Bagh,502,Bagh,0,CD Kharalpanyal,501020,CD 
3594,7756,AJK,5,Bagh,502,Bagh,0,CD Chowki,501014,CD 
3595,7755,AJK,5,Bagh,502,Bagh,0,CD Bani Minhasan,501012,CD 
3596,7754,AJK,5,Bagh,502,Bagh,0,BHU Sirsyden,501064,BHU 
3597,7753,AJK,5,Bagh,502,Bagh,0,BHU Seripiran,501039,BHU 
3598,7752,AJK,5,Bagh,502,Bagh,0,BHU Rerra,501007,BHU 
3599,7751,AJK,5,Bagh,502,Bagh,0,BHU Kharal Maldyalan,501004,BHU 
3600,7750,AJK,5,Bagh,502,Bagh,0,BHU Karal Abbasian,501006,BHU 
3601,7749,AJK,5,Bagh,502,Bagh,0,BHU Kaffal Garrah,501061,BHU 
3602,7748,AJK,5,Bagh,502,Bagh,0,BHU Hari Ghel,501066,BHU 
3603,7747,AJK,5,Bagh,502,Bagh,0,BHU Ghail Topi,501133,BHU 
3604,7746,AJK,5,Bagh,502,Bagh,0,BHU Dhulli,501149,BHU 
3605,7745,AJK,5,Bagh,502,Bagh,0,BHU Birpani,501009,BHU 
3606,7744,AJK,5,Poonch,505,Rawalakot,0,Leprosy Clinic Rawalakot,505082,TBC 
3607,7743,AJK,5,Poonch,505,Rawalakot,0,RHC Tain,505011,RHC 
3608,7742,AJK,5,Poonch,505,Rawalakot,0,RHC Paniola,505019,RHC 
3609,7741,AJK,5,Poonch,505,Rawalakot,0,RHC Gam Banjounsa,505110,RHC 
3610,7740,AJK,5,Poonch,505,Rawalakot,0,RHC Ali Sojal,505022,RHC 
3611,7739,AJK,5,Poonch,505,Rawalakot,0,MCH CTR Rawalkot,505070,MCHC 
3612,7738,AJK,5,Poonch,505,Rawalakot,0,MCH CTR Datote,505071,MCHC 
3613,7737,AJK,5,Poonch,505,Rawalakot,0,CMH Rawalakot,505147,CMH 
3614,7736,AJK,5,Poonch,505,Rawalakot,0,First Aid Post Tara Tarni,505161,FAP 
3615,7735,AJK,5,Poonch,505,Rawalakot,0,First Aid Post Soon Toopa,505175,FAP 
3616,7734,AJK,5,Poonch,505,Rawalakot,0,First Aid Post Shahid Gala,505167,FAP 
3617,7733,AJK,5,Poonch,505,Rawalakot,0,First Aid Post Samlari Gala Jehri,505174,FAP 
3618,7732,AJK,5,Poonch,505,Rawalakot,0,First Aid Post Qanchi Kot,505169,FAP 
3619,7731,AJK,5,Poonch,505,Rawalakot,0,First Aid Post Nar,505012,FAP 
3620,7730,AJK,5,Poonch,505,Rawalakot,0,First Aid Post Khushani Behk,505164,FAP 
3621,7729,AJK,5,Poonch,505,Rawalakot,0,First Aid Post Gahi Banjonusa,505170,FAP 
3622,7728,AJK,5,Poonch,505,Rawalakot,0,First Aid Post Dreake,505171,FAP 
3623,7727,AJK,5,Poonch,505,Rawalakot,0,First Aid Post Behri,505160,FAP 
3624,7726,AJK,5,Poonch,505,Rawalakot,0,First Aid Post Batte Ni Rah,505172,FAP 
3625,7725,AJK,5,Poonch,505,Rawalakot,0,FAP Tarnuti,505085,FAP 
3626,7724,AJK,5,Poonch,505,Rawalakot,0,FAP Poth Bangoin,505066,FAP 
3627,7723,AJK,5,Poonch,505,Rawalakot,0,FAP Patola,505142,FAP 
3628,7722,AJK,5,Poonch,505,Rawalakot,0,FAP Pakgali,505093,FAP 
3629,7721,AJK,5,Poonch,505,Rawalakot,0,FAP Kahu kot,505141,FAP 
3630,7720,AJK,5,Poonch,505,Rawalakot,0,FAP Batha Mohara,505065,FAP 
3631,7719,AJK,5,Poonch,505,Rawalakot,0,FAP Baryan Tain,505095,FAP 
3632,7718,AJK,5,Poonch,505,Rawalakot,0,FAP Balari,505158,FAP 
3633,7717,AJK,5,Poonch,505,Rawalakot,0,CD Kotehra,505129,CD 
3634,7716,AJK,5,Poonch,505,Rawalakot,0,CD Khuri Chana,505235,CD 
3635,7715,AJK,5,Poonch,505,Rawalakot,0,CD Hura Marira,505024,CD 
3636,7714,AJK,5,Poonch,505,Rawalakot,0,CD Davi Gali,505128,CD 
3637,7713,AJK,5,Poonch,505,Rawalakot,0,CD Chotta Gala,505038,CD 
3638,7712,AJK,5,Poonch,505,Rawalakot,0,BHU Thorar,505049,BHU 
3639,7711,AJK,5,Poonch,505,Rawalakot,0,BHU Rehera,505025,BHU 
3640,7710,AJK,5,Poonch,505,Rawalakot,0,BHU Pothi Makwalaina,505042,BHU 
3641,7709,AJK,5,Poonch,505,Rawalakot,0,BHU Pachiote,505113,BHU 
3642,7708,AJK,5,Poonch,505,Rawalakot,0,BHU Namnota,505039,BHU 
