Admin 1,Admin 2,Admin 3,Facility,HF_Type,Catchment,Latitude,Longitude
Azad Kashmir,Neelum,Athmuqm,Dudnial,BHU,"13,239",34.7,74.1
Azad Kashmir,Neelum,Athmuqm,Changan,BHU,"3,889",34.719444,74.0625
Azad Kashmir,Neelum,Sharda,Halmat,BHU,"3,170",34.75,74.65
Azad Kashmir,Neelum,Athmuqm,Kundal Shahi,BHU,"6,480",34.555853,73.848926
Azad Kashmir,Neelum,Athmuqm,Katha piran,BHU,"3,895",34.59,73.97
Azad Kashmir,Neelum,Athmuqm,Dowarian Barri,BHU,"5,500",34.69376,73.88452
Azad Kashmir,Neelum,Athmuqm,Jagran,BHU,"7,500",34.62278,73.76639
Azad Kashmir,Neelum,Athmuqm,Kutton,BHU,"8,450",34.56334,73.8027
Azad Kashmir,Neelum,Athmuqm,Lawat Balla,BHU,"11,970",34.70806,73.96111
Azad Kashmir,Neelum,Athmuqm,Neelum,BHU,"9,413",34.66389,73.94028
Azad Kashmir,Neelum,Athmuqm,Boor Lawat,BHU,"3,000",34.707701,73.960679
Azad Kashmir,Neelum,Athmuqm,Oursyedan,FAP,"2,500",0,0
Azad Kashmir,Neelum,Athmuqm,Karka,FAP,"2,500",34.68903,73.8935
Azad Kashmir,Neelum,Athmuqm,Kian,FAP,"4,120",0,0
Azad Kashmir,Neelum,Sharda,Domail Bala,FAP,"6,000",34.68358,73.72748
Azad Kashmir,Neelum,Sharda,Phalaway,FAP,"4,025",34.78982,74.56031
Azad Kashmir,Neelum,Sharda,Marnat,FAP,"1,850",0,0
Azad Kashmir,Neelum,Sharda,Surdary,FAP,"2,115",0,0
Azad Kashmir,Neelum,Sharda,Kail Sari,FAP,"2,100",0,0
Azad Kashmir,Neelum,Sharda,Taw Butt,FAP,"2,195",0,0
Azad Kashmir,Neelum,Athmuqm,Jabbar Barrian,FAP,"1,700",34.445711,73.797956
Azad Kashmir,Neelum,Sharda,Tenjian,FAP,"1,350",0,0
Azad Kashmir,Neelum,Sharda,Bugnwan Surgan,FAP,"1,861",34.917904,74.215383
Azad Kashmir,Neelum,Sharda,Dosut,FAP,"5,178",34.757243,74.135218
Balochistan,Jaffarabad,Gandakha,G.D Punhlkhan Jamali,BHU,"14,000",28.08474,67.74011
Balochistan,Jaffarabad,Gandakha,BHU Khando,MCHC/CHC,"6,000",28.08474,67.74011
Balochistan,Jaffarabad,Gandakha,BHU Allah Dinosand,CD/GD,439,28.04722,67.88188
Balochistan,Jaffarabad,Gandakha,Dr. Yar Muhammad Gohato,CD/GD,"3,500",28.03808,67.90756
Balochistan,Jaffarabad,Gandakha,BHU Shahmir Rahoo,CD/GD,"25,000",28.0512,67.73589
Balochistan,Jaffarabad,Gandakha,BHU Sekhat,CD/GD,"8,000",28.16315,67.72395
Balochistan,Jaffarabad,Gandakha,RHC Khyber,BHU,"14,000",28.01008,67.814784
Balochistan,Jaffarabad,Gandakha,BHU Karam Khan Nizamani,BHU,"8,000",27.97962,67.74147
Balochistan,Jaffarabad,Gandakha,RHC Bhit Shah,CD/GD,"5,676",28.015,67.86861
Balochistan,Jaffarabad,Gandakha,BHU Illyas Abrejo,CD/GD,"6,000",28.05233,67.7194
Balochistan,Jaffarabad,Sohbatpur,BHU Bago Khan Jamali,BHU,"5,865",28.47339,68.74352
Balochistan,Jaffarabad,Sohbatpur,G.D Old Saeedabad,BHU,"15,000",28.42753,68.77982
Balochistan,Jaffarabad,Sohbatpur,Mehrab Neudwani,BHU,"5,000",28.43382,68.86053
Balochistan,Jaffarabad,Sohbatpur,IBRAHIM Gajani,BHU,"3,500",28.43679,68.81424
Balochistan,Jaffarabad,Sohbatpur,Jamal Bagro,MCHC/CHC,"4,500",28.45679,68.79179
Balochistan,Jaffarabad,Sohbatpur,Adil Bugti,BHU,"4,200",28.468304,68.79015
Balochistan,Jaffarabad,Sohbatpur,Manjhi pur,CD/GD,"8,500",28.4274,68.77958
Balochistan,Jaffarabad,Sohbatpur,Manjhi pur,MCHC/CHC,"8,500",28.42889,68.66905
Balochistan,Jaffarabad,Sohbatpur,Noor Pur,BHU,"10,920",28.46389,68.38962
Balochistan,Jaffarabad,Sohbatpur,Dirgi,BHU,"6,164",28.48428,68.50167
Balochistan,Jaffarabad,Sohbatpur,Baloo Der,CD/GD,"5,100",28.47677,68.43046
Balochistan,Jaffarabad,Sohbatpur,Mehar Ali,CD/GD,"5,800",28.51873,68.5427
Balochistan,Jaffarabad,Sohbatpur,Jhanda Talab,BHU,"6,031",28.58123,68.48203
Balochistan,Jaffarabad,Sohbatpur,Abdul Sattar,CD/GD,"3,800",28.58129,68.48203
Balochistan,Jaffarabad,Sohbatpur,Hafiz Ahamad Javas,BHU,"4,500",28.5924,68.4646
Balochistan,Jaffarabad,Jhat Pat,Jai Khan,BHU,"8,100",28.39118,68.34037
Balochistan,Jaffarabad,Jhat Pat,Azeem Magsi,CD/GD,"3,000",28.50464,68.4017
Balochistan,Jaffarabad,Sohbatpur,Allah Wasaya,CD/GD,"3,200",28.59241,68.46458
Balochistan,Jaffarabad,Sohbatpur,Mis Hussan,MCHC/CHC,"3,000",28.52601,68.61498
Balochistan,Jaffarabad,Sohbatpur,Azam Khan,CD/GD,"3,000",28.54823,68.56428
Balochistan,Jaffarabad,Sohbatpur,BHU Sohbat pur,BHU,"19,200",28.39118,68.3404
Balochistan,Jaffarabad,Sohbatpur,MCH Centre Rasool Bux,BHU,"6,600",28.56589,68.55635
Balochistan,Jaffarabad,Sohbatpur,CD Abdul Rasheed,BHU,"7,000",28.4907,68.57002
Balochistan,Jaffarabad,Sohbatpur,BHU Abdul Aziz,BHU,"6,500",28.432714,68.366893
Balochistan,Jaffarabad,Sohbatpur,Ali Abad Golo,BHU,"4,700",28.49071,68.57004
Balochistan,Jaffarabad,Sohbatpur,BHU Adam Pur,BHU,"5,445",28.5443,68.59082
Balochistan,Jaffarabad,Sohbatpur,HA Sikandar Jarwa,BHU,"6,000",28.53056,68.62344
Balochistan,Jaffarabad,Usta Mohammad,CD Khan Pur,CD/GD,"3,500",28.21946,68.11441
Balochistan,Jaffarabad,Usta Mohammad,50 Beded Hospital,Hosp, -   ,28.179786,68.047004
Balochistan,Jaffarabad,Usta Mohammad,CD Shabir Umrani,CD/GD,"3,500",28.20701,68.04108
Balochistan,Jaffarabad,Usta Mohammad,CD Rustam Jamali,CD/GD,"5,200",28.18331,68.06947
Balochistan,Jaffarabad,,CD Zulifqarabad,CD/GD,"4,200",28.28262,68.08147
Balochistan,Jaffarabad,Usta Mohammad,MCH Usta Mohammad,MCHC/CHC,"9,000",28.17463,68.04227
Balochistan,Jaffarabad,Usta Mohammad,BHU Noor Mohammad Jamali,BHU,"6,286",28.20587,68.03351
Balochistan,Jaffarabad,Usta Mohammad,BHU Gareebabad,BHU,"6,500",28.18982,68.10789
Balochistan,Jaffarabad,,CD Jawaid Khoso,CD/GD,"3,500",28.33676,68.28374
Balochistan,Jaffarabad,Jhat Pat,RHC Rojhan Jamali,RHC,"16,080",28.32504,68.26501
Balochistan,Jaffarabad,Jhat Pat,BHU Tajpur Jamali,BHU,"3,500",28.29489,68.30318
Balochistan,Jaffarabad,Jhat Pat,MCH Centre Dera Allah Yar,MCHC/CHC,"15,000",28.39118,68.34033
Balochistan,Jaffarabad,Jhat Pat,BHU Allah Yar,BHU,"5,664",28.3852,68.28123
Balochistan,Jaffarabad,Jhat Pat,BHU Cattle form,BHU,"10,500",28.24548,68.1232
Balochistan,Jaffarabad,Jhat Pat,CD Sikanjar Shaq,CD/GD,"3,500",28.26732,68.17032
Balochistan,Jaffarabad,,CD Bachal Brohi,CD/GD,"3,300",28.36921,68.14883
Balochistan,Jaffarabad,Jhat Pat,CD Ismail Chalgeri,CD/GD,"4,300",28.40224,68.12246
Balochistan,Jaffarabad,Jhat Pat,CD Hafeezabad,CD/GD,"6,400",28.29735,68.20504
Balochistan,Jaffarabad,Sohbatpur,C.D.M Ibrahim Khoso,CD/GD,"3,870",28.54986,68.53634
Balochistan,Jaffarabad,Sohbatpur,C.D hair din,CD/GD,"4,755",28.53189,68.66312
Balochistan,Jaffarabad,Sohbatpur,C.D Noor Mohammad Khoso,CD/GD,"5,300",28.55475,68.60966
Balochistan,Jaffarabad,Sohbatpur,CD Naseebullah,CD/GD,"6,000",28.45761,68.59957
Balochistan,Jaffarabad,Sohbatpur,CD Jan Muhammad,CD/GD,"3,500",28.44626,68.57004
Balochistan,Jaffarabad,Sohbatpur,"BHU ,Murad Ali",BHU,"5,700",28.43566,68.49994
Balochistan,Jaffarabad,Sohbatpur,CD Khan Muhammad,CD/GD,"6,200",28.58304,68.57067
Balochistan,Jaffarabad,Sohbatpur,CD Abdul Raoof,CD/GD,"4,700",28.52654,68.57479
Balochistan,Jaffarabad,Sohbatpur,BHU Roshan Din,BHU,"6,000",28.63726,68.485
Balochistan,Jaffarabad,Gandakha,BHU Ahmedabad,BHU,"5,460",28.13295,67.82527
Balochistan,Jaffarabad,Usta Mohammad,BHU Ali abad,BHU,"10,425",28.17334,68.00015
Balochistan,Jaffarabad,Usta Edohammad,C.D Chutta khan,CD/GD,"6,721",28.13467,68.01849
Balochistan,Jaffarabad,Gandakha,BHU Sibi Jadeed,BHU,"5,500",28.06901,67.79622
Balochistan,Jaffarabad,Usta Mohammad,BHU Allah Dina Rind,BHU,"4,300",28.16469,67.95983
Balochistan,Jaffarabad,Gandakha,BHU Munder Kot,BHU,"5,500",28.16462,67.95987
Balochistan,Jaffarabad,Usta Mohammad,Mewa Khan Khosa,CD/GD,"4,000",28.11057,67.8575
Balochistan,Jaffarabad,Usta Mohammad,CD Pyala Khan,CD/GD,"7,800",28.20201,67.90682
Balochistan,Jaffarabad,Usta Mohammad,CD Piralabad,CD/GD,"4,100",28.21557,67.92856
Balochistan,Jaffarabad,Usta Mohammad,CD Faizabad,CD/GD,"5,300",28.21559,67.92859
Balochistan,Jaffarabad,Usta Mohammad,C.D Ali Hasan Jamali,CD/GD,"5,000",28.349639,68.248049
Balochistan,Jaffarabad,Sohbatpur,CD Naseer Khan,CD/GD,"4,500",28.60517,68.52276
Balochistan,Jhal Magsi,Jhal Magsi,RHC D.K Mori,BHU,"5,500",27.94379,67.532
Balochistan,Jhal Magsi,Jhal Magsi,Govt.Disp.Molvi Abdul Rehman Khaskheli,CD/GD,"5,500",28.13695,67.52072
Balochistan,Jhal Magsi,Jhal Magsi,Govt.Disp.Gul Khan,RHC,"4,000",28.08999,67.59801
Balochistan,Jhal Magsi,Jhal Magsi,RHC Mehrabpur,CD/GD,"5,000",28.60775,67.62157
Balochistan,Jhal Magsi,Jhal Magsi,Govt.Disp.Newtown Mehrabpur,BHU,"8,000",28.60775,67.64992
Balochistan,Jhal Magsi,Jhal Magsi,Govt.Disp.Qasimabad,BHU,"8,000",28.02552,67.49073
Balochistan,Jhal Magsi,Jhal Magsi,BHU Gul EDOHammad Jatoi,BHU,"8,000",28.66775,67.64992
Balochistan,Jhal Magsi,Jhal Magsi,BHU Puran,CD/GD,"3,000",27.97388,67.51121
Balochistan,Jhal Magsi,Jhal Magsi,BHU Fatoo Bilal,CD/GD,"8,000",28.11425,67.62885
Balochistan,Jhal Magsi,Jhal Magsi,BHU Deparja,BHU,"8,000",28.11425,67.62885
Balochistan,Jhal Magsi,Jhal Magsi,RHC Darbelo,BHU,"6,000",28.17823,67.41572
Balochistan,Jhal Magsi,Jhal Magsi,BHU Moledino Larik,BHU,"5,000",28.23354,67.54182
Balochistan,Jhal Magsi,Jhal Magsi,Govt.Disp.Uomrowjam,CD/GD,"6,300",0,0
Balochistan,Jhal Magsi,Jhal Magsi,BHU Pathano,BHU,"7,000",0,0
Balochistan,Jhal Magsi,Jhal Magsi,BHU Manjuth,CD/GD,"5,000",28.41337,67.41916
Balochistan,Jhal Magsi,Jhal Magsi,BHU Bhority,MCHC/CHC,"30,000",0,0
Balochistan,Jhal Magsi,Jhal Magsi,BHU Dalipota,RHC,"30,000",28.28679,67.45301
Balochistan,Jhal Magsi,Jhal Magsi,BHU SoomarChannar,CD/GD,"3,000",28.30294,67.58117
Balochistan,Jhal Magsi,Jhal Magsi,RHC Kamal Dero,BHU,"12,535",28.36963,67.55862
Balochistan,Jhal Magsi,Jhal Magsi,Govt.Disp.Hamroo,BHU,"5,000",28.45341,67.5233
Balochistan,Jhal Magsi,Gandawa,BHU Kot Shah,BHU,"14,000",28.6743,67.654292
Balochistan,Jhal Magsi,Gandawa,BHU Fazal Sahito,CD/GD,"4,000",28.63842,67.37658
Balochistan,Jhal Magsi,Gandawa,BHU M.Dero Jatoi,CD/GD,"15,000",28.56072,67.37977
Balochistan,Jhal Magsi,Gandawa,BHU Tunia Baqa Shah,BHU,"6,000",28.56788,67.49501
Balochistan,Jhal Magsi,Gandawa,Govt.Disp.Koro Khan Khushk,BHU,"8,000",28.51184,67.56055
Balochistan,Jhal Magsi,Mir Pur,BHU Raheem Chand,CD/GD,500,28.83,67.65733
Balochistan,Jhal Magsi,Ahmed Pur,Govt.Disp.Gachero,RHC,"5,000",28.83,67.63868
Balochistan,Jhal Magsi,Mir Pur,Govt.Disp.Ahmdani Laghari,CD/GD,"8,000",28.52896,67.73666
Balochistan,Jhal Magsi,Gandawa,BHU Malo Ismail Bughio,MCHC/CHC,"5,000",28.82,67.61
Balochistan,Jhal Magsi,Gandawa,Govt.Disp.Khud Bux Siyal,MCHC/CHC,"25,000",28.6077,67.48285
Balochistan,Killa Saifullah,Killa Saifullah,TOBLI-BHU,BHU,"2,200",31.08565,68.23917
Balochistan,Killa Saifullah,Killa Saifullah,C.D Tansihpa,CD/GD,"2,700",31.20658,68.4668
Balochistan,Killa Saifullah,Killa Saifullah,SHINA LASHTA-CD,CD/GD,"4,616",30.71002,68.79926
Balochistan,Killa Saifullah,Killa Saifullah,MASHOO WALLA-BHU,BHU,"7,080",30.66583,68.93269
Balochistan,Killa Saifullah,Killa Saifullah,C.D BARAT KHAIL,CD/GD,"5,320",30.63652,68.82511
Balochistan,Killa Saifullah,Killa Saifullah,SAIBZAI-CD,CD/GD,"3,200",30.84768,68.73077
Balochistan,Killa Saifullah,Killa Saifullah,TIRKHA DAULATZAI-BHU,BHU,"6,600",30.81385,68.59254
Balochistan,Killa Saifullah,Killa Saifullah,C.D Zarhaki Doulatzai,CD/GD,"100,200",30.78387,68.59488
Balochistan,Killa Saifullah,Killa Saifullah,C.D Batozai,CD/GD,"4,671",31.10593,68.73141
Balochistan,Killa Saifullah,Killa Saifullah,KATCH KARIMZAI-CD,CD/GD,"4,286",31.05222,68.59937
Balochistan,Killa Saifullah,Killa Saifullah,RHC Sharm Jogezai,RHC,"12,000",31.03933,68.55433
Balochistan,Killa Saifullah,Killa Saifullah,SHARAN JOGEZAI-BHU,BHU,"9,900",31.03381,68.52812
Balochistan,Killa Saifullah,Killa Saifullah,KALU KILLA-BHU,BHU,"6,175",30.6992,68.73831
Balochistan,Killa Saifullah,Killa Saifullah,C.D Allozai,CD/GD,"4,500",30.67245,68.60573
Balochistan,Killa Saifullah,Killa Saifullah,AKHTAR ZAI-CD,CD/GD,"14,418",30.67112,68.49464
Balochistan,Killa Saifullah,Killa Saifullah,MUSTAFA KAREZ-CD,CD/GD,"2,500",30.82501,69.11549
Balochistan,Killa Saifullah,Killa Saifullah,LANDI MULGHAZAR-CD,CD/GD,"4,090",31.03594,69.19589
Balochistan,Killa Saifullah,Killa Saifullah,RHC Gawal IsmailZAI,RHC,"16,590",30.89461,69.09
Balochistan,Killa Saifullah,Muslim Bagh,BHU Auragess,BHU,"6,900",30.83788,67.70213
Balochistan,Killa Saifullah,Muslim Bagh,THQ Muslim Bagh,MCHC/CHC,"38,490",30.82535,67.74063
Balochistan,Killa Saifullah,Muslim Bagh,RHC Kan Mahtarazai,RHC,"32,000",30.74052,67.52735
Balochistan,Killa Saifullah,Sub.T.Loi Band,CD Loi Band,BHU,"5,665",31.24474,37.60455
Balochistan,Killa Saifullah,Sub.T.Loi Band,CD Sur Ki Karaz,CD/GD,"3,300",31.17199,67.58085
Balochistan,Killa Saifullah,Sub.T.Loi Band,Murgha Faqarzai,BHU,"11,197",31.24474,67.60455
Balochistan,Killa Saifullah,Sub.T.Loi Band,Bhu Babo,BHU,"15,000",31.03649,67.84257
Balochistan,Killa Saifullah,Sub.T.Loi Band,BHU Kazh Kuch,BHU,"4,000",31.00774,67.79591
Balochistan,Killa Saifullah,Sub.T.Loi Band,Aundar Bass,BHU,"2,500",30.95784,67.79909
Balochistan,Killa Saifullah,Muslim Bagh,BHU Kunchoghi,BHU,"18,691",30.83161,67.54714
Balochistan,Killa Saifullah,Muslim Bagh,C.D Murghzai,CD/GD,"34,160",30.66599,67.89112
Balochistan,Killa Saifullah,Killa Saifullah,NALISAR-BHU,BHU,"12,916",30.833037,68.8177
Balochistan,Killa Saifullah,Muslim Bagh,C.D Badeui,CD/GD,"2,015",0,6675.316
Balochistan,Killa Saifullah,Badevi,RHC Badevi,RHC,"3,541",0,67.50566
Balochistan,Killa Saifullah,Turkha.K.K,C.D Turkha  k.k,CD/GD,"1,050",30.843425,68.593311
Balochistan,Killa Saifullah,Muslim Bagh,BARATH CHEENA-CD,CD/GD,"6,000",30.615401,68.796404
Balochistan,Killa Saifullah,Muslim Bagh,NASAI-BHU,BHU,"16,500",30.817454,68.042209
Balochistan,Killa Saifullah,Muslim Bagh,C.D Ganda Mana,CD/GD,"6,220",30.38218,68.05262
Balochistan,Killa Saifullah,Killa Saifullah,SHINKAI-BHU,BHU,"5,589",30.742658,68.882108
Balochistan,Loralai,Duki,Soomer Khna Korai,CD/GD,"3,500",30.31198,69.24676
Balochistan,Loralai,Duki,BHU Khar,CD/GD,"4,000",30.29489,69.18593
Balochistan,Loralai,Bori,BHU Moqim Dahri,BHU,"10,000",30.44888,69.93215
Balochistan,Loralai,Bori,RHC Shahpur Jehania,CD/GD,"6,000",30.63063,69.1924
Balochistan,Loralai,Bori,G.D Dang,CD/GD, -   ,30.38813,68.90292
Balochistan,Loralai,Bori,BHU Mari Jalbani,BHU,"12,000",30.45923,69.02854
Balochistan,Loralai,Bori,G.D Punhun Jamali,CD/GD,"8,000",30.40736,68.86698
Balochistan,Loralai,Bori,G.D Fazal Keerio,CD/GD,"5,300",30.41854,68.84097
Balochistan,Loralai,Bori,BHU 60 Miles,CD/GD,"3,430",30.39571,68.84387
Balochistan,Loralai,Bori,MCH Centre 60 Miles,CD/GD,"10,000",30.39991,68.85177
Balochistan,Loralai,Duki,G.D Brohi Conton Ffactory,BHU,"10,000",30.28927,69.19901
Balochistan,Loralai,Duki,BHU Gupchani,BHU,"4,000",30.82066,69.2379
Balochistan,Loralai,Duki,BHU Karam Ali Jamali,CD/GD,"5,000",30.25177,69.03653
Balochistan,Loralai,Duki,G.D Niazi Khan Siyal,BHU,"5,000",30.24053,68.99441
Balochistan,Loralai,Duki,MCH Centre Noor Nawaz Zardari,BHU,"5,000",30.23043,68.99516
Balochistan,Loralai,Bori,G.D Sydi Chhar,CD/GD, -   ,30.56879,68.09516
Balochistan,Loralai,Bori,BHU Shamil Unar,CD/GD, -   ,30.55535,67.78814
Balochistan,Loralai,Bori,BHU Hamal Faqir,BHU, -   ,30.50656,68.29693
Balochistan,Loralai,Bori,BHU Muhammad Khan Magsi,BHU, -   ,30.36603,68.5457
Balochistan,Loralai,Bori,BHU Sukhho Manahejo,CD/GD, -   ,30.31704,68.51653
Balochistan,Loralai,Bori,BHU Mitho Khan Jokhio,BHU, -   ,30.38894,68.57312
Balochistan,Loralai,Mekhtar,RHC Daulatpur,MCHC/CHC, -   ,30.47712,69.36353
Balochistan,Loralai,Mekhtar,G.D Gahand,BHU, -   ,30.33582,69.25989
Balochistan,Loralai,Mekhtar,RHC Daur,CD/GD, -   ,30.42933,69.20536
Balochistan,Loralai,Mekhtar,G.D Karim Bux Brohi,CD/GD, -   ,30.50711,69.26522
Balochistan,Loralai,Mekhtar,RHC Chak No. 3,CD/GD, -   ,30.51479,69.24824
Balochistan,Loralai,Mekhtar,BHU Budhal Shah,BHU, -   ,30.46407,69.15583
Balochistan,Loralai,Mekhtar,G.D A.T.I Farm,CD/GD, -   ,30.42432,69.05557
Balochistan,Loralai,Mekhtar,G.D Jhoro Khan Sher,BHU, -   ,30.5406,69.084
Balochistan,Loralai,Mekhtar,BHU 68 Mori,CD/GD, -   ,30.59503,69.13039
Balochistan,Loralai,Mekhtar,BHU Jam Sahib,CD/GD, -   ,30.5092,69.94526
Balochistan,Loralai,Mekhtar,BHU Haberi,CD/GD, -   ,30.4298,69.00029
Balochistan,Loralai,Bori,BHU Sansawri,CD/GD, -   ,30.4029,68.93869
Balochistan,Loralai,Bori,BHU Qutbi,CD/GD, -   ,30.38278,68.80451
Balochistan,Loralai,Bori,G. Urban Disp. Line Para,CD/GD, -   ,30.33977,69.74892
Balochistan,Loralai,Bori,MCH Center Manuabad,BHU, -   ,30.3398,68.74898
Balochistan,Loralai,Bori,BHU Allah Bux Magsi,BHU, -   ,30.41084,68.69998
Balochistan,Loralai,Mekhtar,BHU Khair Shah,CD/GD, -   ,30.50617,69.03478
Balochistan,Loralai,Bori,G.D Allah Bux Kubar,CD/GD, -   ,30.40639,69.89328
Balochistan,Loralai,Duki,BHU Bado Mehar,BHU, -   ,30.02889,68.4796
Balochistan,Loralai,Duki,RHC Kazi Ahmed,CD/GD, -   ,30.01735,67.0192
Balochistan,Loralai,Duki,G.D Tohi,CD/GD, -   ,30.0136,68.63999
Balochistan,Loralai,Duki,BHU Majeed Kerio,CD/GD, -   ,30.0274,68.65127
Balochistan,Loralai,Duki,RHC Mehrabpur,BHU, -   ,30.01488,68.74237
Balochistan,Loralai,Duki,Govt: Disp: Rahmu Keerio,RHC, -   ,30.00228,68.70663
Balochistan,Loralai,Duki,MCH Murad Ali Chandio,BHU, -   ,30.14078,68.61313
Balochistan,Loralai,Duki,BHU Khabar Lakhmir,CD/GD, -   ,30.15654,68.52708
Balochistan,Loralai,Duki,G.D Khadhar,MCHC/CHC, -   ,30.17629,68.5684
Balochistan,Loralai,Duki,G.D. K.B Rind,CD/GD, -   ,29.99428,68.47609
Balochistan,Loralai,Duki,RCH Mehar Jamali,CD/GD,"3,500",30.10349,69.02459
Balochistan,Loralai,Duki,RHC Bandhi,CD/GD,"3,000",30.11517,69.05027
Balochistan,Loralai,Duki,RHC Yar M. Jamali,BHU,"15,000",30.11069,68.9433
Balochistan,Loralai,Duki,GD Manharo,BHU,"7,000",30.07469,68.92003
Balochistan,Loralai,Duki,BHU Gh. Muhammad Jamali,CD/GD,"3,000",30.07522,68.89528
Balochistan,Loralai,Duki,THQ Sakrand,BHU,"7,000",30.06036,68.89928
Balochistan,Loralai,Duki,RHC  Sonhri Form,CD/GD,"3,000",30.02836,68.89481
Balochistan,Loralai,Duki,BHU Murad Pehore,CD/GD,"6,000",30.7678,69.01991
Balochistan,Loralai,Duki,"Govt:Disp""Lahino Fakir",CD/GD,"3,000",30.0581,69.01492
Balochistan,Loralai,Duki,BHU Qamardin Chandio,CD/GD,"4,000",30.05566,68.99012
Balochistan,Loralai,Duki,Govt.Disp:Rahmatullah Rajpar,CD/GD,"3,000",30.04978,68.99222
Balochistan,Loralai,Duki,BHU Dangige,BHU,"12,000",30.0177,68.93565
Balochistan,Loralai,Duki,Govt:Disp:Yakoob Tunio,BHU,"5,600",30.15692,68.87393
Balochistan,Loralai,Duki,BHU Ghair Geju,CD/GD,800,30.05564,68.87393
Balochistan,Loralai,Duki,Govt.Disp.Khuhi Jalal,CD/GD,"1,000",30.12412,69.20353
Balochistan,Loralai,Duki,BHU Kamil Rajper,BHU,"5,000",30.1227,69.12574
Balochistan,Loralai,Duki,BHU Miran Pur,CD/GD,800,30.082,69.05002
Balochistan,Loralai,Duki,RHC Paidan,BHU,"6,656",30.0918,69.08419
Balochistan,Loralai,Duki,RHC New Jatoi,CD/GD,"3,000",30.02233,69.21898
Balochistan,Loralai,Duki,BHU Diloo Shah,CD/GD,"1,200",30.06324,69.0862
Balochistan,Loralai,Duki,Govt.Disp.Sadhooja,BHU,"6,762",30.0686,69.07492
Balochistan,Loralai,Duki,EDOH Disp.Late Nagar Chandio,BHU,"1,000",30.18611,69.18611
Balochistan,Loralai,Duki,BHU Ali Shair Chang,BHU,"1,800",30.11613,68.86321
Balochistan,Loralai,Duki,Govt. Disp. Hote Khan Jalbani,CD/GD,"4,000",30.26762,69.0582
Balochistan,Loralai,Duki,BHU Moli Dino Rajper,CD/GD,"3,000",30.26267,69.10255
Balochistan,Loralai,Duki,BHU Jiando Rajper,CD/GD,"5,000",30.25999,69.08441
Balochistan,Musakhel,Dang,Dang,RHC,"45,000",30.86342,70.16996
Balochistan,Musakhel,Dang,Keyara,CD/GD,"5,000",30.81786,70.18571
Balochistan,Musakhel,Dang,Gargasi,BHU,"10,200",30.79879,70.15727
Balochistan,Musakhel,Dang,Nilli Kach,CD/GD,"7,000",30.82931,70.22409
Balochistan,Musakhel,Dang,Karkana,BHU,"18,000",30.85902,70.24026
Balochistan,Musakhel,Dang,Dang,MC,"20,000",30.87377,70.15388
Balochistan,Musakhel,Musa Khel,Nalli Merdadzai,BHU,"8,000",30.85717,69.82081
Balochistan,Musakhel,Musa Khel,CHEENA KHOUNDI-CD,CD/GD,"12,300",31.13397,69.90555
Balochistan,Musakhel,Musa Khel,Shana dar,BHU,"12,400",31.160028,69.87042
Balochistan,Musakhel,Musa Khel,GHURYASA-CD,CD/GD,"13,000",30.83906,69.92926
Balochistan,Musakhel,Musa Khel,MUSA KHAIL-MCH CENTRE,MCHC/CHC,"25,000",30.8569,69.82081
Balochistan,Musakhel,Kingni,Cham,CD/GD,"8,200",30.82874,69.75263
Balochistan,Musakhel,Musa Khel,MEHMOODABAD-CD,CD/GD,"8,200",30.92447,69.77413
Balochistan,Musakhel,Musa Khel,KASHPAN-BHU,BHU,"11,500",30.77807,69.8985
Balochistan,Musakhel,Kingni,Kot khan M,BHU,"10,000",30.64414,69.92591
Balochistan,Musakhel,Kingni,Noor Husa,BHU,"8,000",30.41522,69.97045
Balochistan,Musakhel,Kingni,Andar Wali,CD/GD,"6,500",30.64087,69.9577
Balochistan,Musakhel,Kingni,Burg Pusht,CD/GD,"6,000",30.56106,69.94014
Balochistan,Musakhel,Kingni,Pathra,CD/GD,"8,000",30.58106,69.94014
Balochistan,Musakhel,Kingni,Rora Sham,BHU,"10,000",30.43758,69.80371
Balochistan,Musakhel,Kingni,Kingni,BHU, -   ,30.364003,69.85675
Balochistan,Musakhel,Kingni,Sham,CD/GD,"6,000",30.43757,69.80379
Balochistan,Musakhel,Kingni,Garwandi,CD/GD,"4,000",30.60155,69.76727
Balochistan,Musakhel,Kingni,Kili Gogal,BHU, -   ,30.61084,69.76407
Balochistan,Sibi,Sibi,BHU Baig Mohammad Panhwar,MCHC/CHC,"12,710",29.59695,67.98725
Balochistan,Sibi,Sibi,RHC Mithiani,MCHC/CHC,"15,000",29.53022,68.1305
Balochistan,Sibi,Sibi,Govt.Disp.Abran,BHU,"5,000",29.54531,68.11352
Balochistan,Sibi,Sibi,Govt.Disp.Dhagano Khan Chandio,BHU,"1,000",29.53793,68.12011
Balochistan,Sibi,Sibi,Govt.Disp.Lutufullah Panhwar,BHU,"3,000",29.49435,67.87251
Balochistan,Sibi,Sibi,BHU Kundha Khai,CD/GD,"3,000",29.51438,67.86361
Balochistan,Sibi,Sibi,BHU Dali,RHC,"15,000",29.53077,68.13001
Balochistan,Sibi,Sibi,RHC Bhiria,MCHC/CHC,"6,600",29.56236,67.94217
Balochistan,Sibi,Sibi,Govt.Disp.Kero Memon,BHU,"6,600",29.56207,67.94262
Balochistan,Sibi,Sibi,BHU Lakha Road,CD/GD,"3,500",29.50377,67.89711
