Health Level,Admin 1,Admin 2,Level,Facility,UID
Health Facility,Punjab,Kasur,4,BHU Nul Hittar,6897
Health Facility,Punjab,Kasur,4,BHU Olakh Hithar,6898
Health Facility,Punjab,Kasur,4,BHU Orara,6899
Health Facility,Punjab,Kasur,4,BHU Pakohki,6900
Health Facility,Punjab,Kasur,4,BHU Pial Kalan,6901
Health Facility,Punjab,Kasur,4,BHU Qandi Wind,6902
Health Facility,Punjab,Kasur,4,BHU Rajo Wal,6903
Health Facility,Punjab,Kasur,4,BHU Ram Thaman,6904
Health Facility,Punjab,Kasur,4,BHU Ramyana,6905
Health Facility,Punjab,Kasur,4,BHU Rao Khan Wala,6906
Health Facility,Punjab,Kasur,4,BHU Sarai Mughal,6907
Health Facility,Punjab,Kasur,4,BHU Sattoki,6908
Health Facility,Punjab,Kasur,4,BHU Sehjra,6909
Health Facility,Punjab,Kasur,4,BHU Shekhum,6910
Health Facility,Punjab,Kasur,4,BHU Tara Gharh,6911
Health Facility,Punjab,Kasur,4,BHU Veerum Chak 4,6912
Health Facility,Punjab,Kasur,4,BHU Wan Adhen,6913
Health Facility,Punjab,Kasur,4,BHU Zafar Key,6914
Health Facility,Punjab,Kasur,4,BHUd Marlian Hittar,6915
Health Facility,Punjab,Kasur,4,DDOH Office Patoki,6916
Health Facility,Punjab,Kasur,4,DHQ Kasur,6921
Health Facility,Punjab,Kasur,4,Disp Jamshair Kalan,6922
Health Facility,Punjab,Kasur,4,Disp Talwandi,6923
Health Facility,Punjab,Kasur,4,GRD Gulzar Jageer,6924
Health Facility,Punjab,Kasur,4,Private,6925
Health Facility,Punjab,Kasur,4,Rd Padhana,6926
Health Facility,Punjab,Kasur,4,RHC C Gandah Sing,6927
Health Facility,Punjab,Kasur,4,RHC CHanga Manga,6929
Health Facility,Punjab,Kasur,4,RHC Ellah Abad,6930
Health Facility,Punjab,Kasur,4,RHC Habiba Abad,6931
Health Facility,Punjab,Kasur,4,RHC Hallah,6932
Health Facility,Punjab,Kasur,4,RHC Jora,6933
Health Facility,Punjab,Kasur,4,RHC Kanganpur,6934
Health Facility,Punjab,Kasur,4,RHC Khudian,6936
Health Facility,Punjab,Kasur,4,RHC Khudian Khas Substore,6938
Health Facility,Punjab,Kasur,4,RHC Kot Radha Kishen,6939
Health Facility,Punjab,Kasur,4,RHC Krk,6940
Health Facility,Punjab,Kasur,4,RHC Mustafaabad,6941
Health Facility,Punjab,Kasur,4,RHC Phoolnagar,6943
Health Facility,Punjab,Kasur,4,RHC Raja Jang,6945
Health Facility,Punjab,Kasur,4,Tb Clinic Pattoka,6948
Health Facility,Punjab,Kasur,4,Tehsil EPI Store,6949
Health Facility,Punjab,Kasur,4,Tehsil Vaccine Store Kasur,6952
Health Facility,Punjab,Kasur,4,THQ CHunian,6957
Health Facility,Punjab,Kasur,4,THQ Hosp Pattoki,6959
District,Punjab,Kasur,3,Kasur District Store,6960
Health Facility,Punjab,Khanewal,4,100 15l,7028
Health Facility,Punjab,Khanewal,4,105 15l,7029
Health Facility,Punjab,Khanewal,4,115 15l,7030
Health Facility,Punjab,Khanewal,4,11a8r,7032
Health Facility,Punjab,Khanewal,4,12 Ah,7033
Health Facility,Punjab,Khanewal,4,121 15l,7034
Health Facility,Punjab,Khanewal,4,129 15l,7036
Health Facility,Punjab,Khanewal,4,131 15l,7038
Health Facility,Punjab,Khanewal,4,137 16l,7040
Health Facility,Punjab,Khanewal,4,14a8r,7041
Health Facility,Punjab,Khanewal,4,18 Darkan,7042
Health Facility,Punjab,Khanewal,4,2ah,7043
Health Facility,Punjab,Khanewal,4,30 10r,7045
Health Facility,Punjab,Khanewal,4,36 10r,7046
Health Facility,Punjab,Khanewal,4,44 10r,7047
Health Facility,Punjab,Khanewal,4,44 15l,7048
Health Facility,Punjab,Khanewal,4,50 15l,7050
Health Facility,Punjab,Khanewal,4,58 10r,7052
Health Facility,Punjab,Khanewal,4,7 9 R,7053
Health Facility,Punjab,Khanewal,4,88 15l,7054
Health Facility,Punjab,Khanewal,4,9 R,7055
Health Facility,Punjab,Khanewal,4,92 10r,7057
Health Facility,Punjab,Khanewal,4,92 15l,7058
Health Facility,Punjab,Khanewal,4,Abdul Hakeem,7059
Health Facility,Punjab,Khanewal,4,Bagar Sargana,7060
Health Facility,Punjab,Khanewal,4,Bakir Pur,7061
Health Facility,Punjab,Khanewal,4,Bherowal,7063
Health Facility,Punjab,Khanewal,4,BHU 102 10r,7065
Health Facility,Punjab,Khanewal,4,BHU 106 10r,7066
Health Facility,Punjab,Khanewal,4,BHU 125 7er,7067
Health Facility,Punjab,Khanewal,4,BHU 127 10x Jahanian,7068
Health Facility,Punjab,Khanewal,4,BHU 133 16l,7069
Health Facility,Punjab,Khanewal,4,BHU 136 10r,7071
Health Facility,Punjab,Khanewal,4,BHU 139 10r,7074
Health Facility,Punjab,Khanewal,4,BHU 140 10r,7076
Health Facility,Punjab,Khanewal,4,BHU 171 10r,7078
Health Facility,Punjab,Khanewal,4,BHU 18 8r,7079
Health Facility,Punjab,Khanewal,4,BHU 19 8br,7080
Health Facility,Punjab,Khanewal,4,BHU 22 8r,7081
Health Facility,Punjab,Khanewal,4,BHU 55 10r,7082
Health Facility,Punjab,Khanewal,4,BHU 67 10r,7083
Health Facility,Punjab,Khanewal,4,BHU 67 15l,7085
Health Facility,Punjab,Khanewal,4,BHU 7 8ar,7086
Health Facility,Punjab,Khanewal,4,BHU 70 15l,7087
Health Facility,Punjab,Khanewal,4,BHU 74 15l,7089
Health Facility,Punjab,Khanewal,4,BHU 76 10r,7091
Health Facility,Punjab,Khanewal,4,BHU 79llor,7093
Health Facility,Punjab,Khanewal,4,BHU 88 10r,7094
Health Facility,Punjab,Khanewal,4,BHU Ali Sher Wahin,7095
Health Facility,Punjab,Khanewal,4,BHU CHitor Garah,7097
Health Facility,Punjab,Khanewal,4,BHU Gagh,7099
Health Facility,Punjab,Khanewal,4,BHU Ghose Pur,7100
Health Facility,Punjab,Khanewal,4,BHU Haq Nawaz,7101
Health Facility,Punjab,Khanewal,4,BHU Ibrah Pur,7103
Health Facility,Punjab,Khanewal,4,BHU Jungle Darawala,7105
Health Facility,Punjab,Khanewal,4,BHU Kot Barkat Ali,7106
Health Facility,Punjab,Khanewal,4,BHU Kot Islam,7107
Health Facility,Punjab,Khanewal,4,BHU Kund Sargana,7108
Health Facility,Punjab,Khanewal,4,BHU Man Kot,7109
Health Facility,Punjab,Khanewal,4,BHU Mian Pur,7111
Health Facility,Punjab,Khanewal,4,BHU Mumdal,7112
Health Facility,Punjab,Khanewal,4,BHU Qatal Pur,7113
Health Facility,Punjab,Khanewal,4,BHU Raheem Shah,7114
Health Facility,Punjab,Khanewal,4,BHU Sendia Wala,7115
Health Facility,Punjab,Khanewal,4,BHU Thul Najeeb,7116
Health Facility,Punjab,Khanewal,4,CH Khanewal,7117
Health Facility,Punjab,Khanewal,4,Dandi Sergana,7131
Health Facility,Punjab,Khanewal,4,Dar Khana,7132
Health Facility,Punjab,Khanewal,4,GRD 79 15l,7137
Health Facility,Punjab,Khanewal,4,Hashmat Mirali,7139
Health Facility,Punjab,Khanewal,4,Havali Kouranaga,7140
Health Facility,Punjab,Khanewal,4,Hussain Abad Awal,7141
Health Facility,Punjab,Khanewal,4,Jaso Kawan,7143
Health Facility,Punjab,Khanewal,4,Joudh Pur,7145
Health Facility,Punjab,Khanewal,4,Kabirwala,7146
Health Facility,Punjab,Khanewal,4,Kacha Khuh,7151
Health Facility,Punjab,Khanewal,4,Khanewal,7153
Health Facility,Punjab,Khanewal,4,Korai BaloCH,7159
Health Facility,Punjab,Khanewal,4,Kukar Hatta,7161
Health Facility,Punjab,Khanewal,4,Mahni Sial,7162
Health Facility,Punjab,Khanewal,4,Makhdom Pur,7163
Health Facility,Punjab,Khanewal,4,Mari Sahu,7165
Health Facility,Punjab,Khanewal,4,Mian CHanu,7166
Health Facility,Punjab,Khanewal,4,Mubarik Pur,7167
Health Facility,Punjab,Khanewal,4,Mullar Pur,7168
Health Facility,Punjab,Khanewal,4,Naurang Shah,7169
Health Facility,Punjab,Khanewal,4,RHC Havali Kouranaga,7170
Health Facility,Punjab,Khanewal,4,RHC Thatha Sadiqabad,7171
Health Facility,Punjab,Khanewal,4,Sarai Sidhu,7173
Health Facility,Punjab,Khanewal,4,Sardar Pur,7177
Health Facility,Punjab,Khanewal,4,Shamakot,7178
Health Facility,Punjab,Khanewal,4,Tehsil Store Jahanian,7179
Health Facility,Punjab,Khanewal,4,THQ Jahanian,7180
Health Facility,Punjab,Khanewal,4,Tulamba,7181
Health Facility,Punjab,Khanewal,4,Umeed Garh,7184
District,Punjab,Khanewal,3,Khanewal District Store,7185
Health Facility,Punjab,Khushab,4,Akm2 Kathwai Hosp,7245
Health Facility,Punjab,Khushab,4,BHU 59mb,7246
Health Facility,Punjab,Khushab,4,BHU Aungah,7247
Health Facility,Punjab,Khushab,4,BHU Bejar,7248
Health Facility,Punjab,Khushab,4,BHU Botala,7249
Health Facility,Punjab,Khushab,4,BHU Bundial,7250
Health Facility,Punjab,Khushab,4,BHU Chak 23mb,7251
Health Facility,Punjab,Khushab,4,BHU Chak 47b,7252
Health Facility,Punjab,Khushab,4,BHU CHan,7253
Health Facility,Punjab,Khushab,4,BHU Dayiwal,7254
Health Facility,Punjab,Khushab,4,BHU Golywali,7255
Health Facility,Punjab,Khushab,4,BHU Groot,7256
Health Facility,Punjab,Khushab,4,BHU Jabbi,7258
Health Facility,Punjab,Khushab,4,BHU Jemali BalouCHan,7259
Health Facility,Punjab,Khushab,4,BHU Jhalar,7260
Health Facility,Punjab,Khushab,4,BHU Jhurkel,7261
Health Facility,Punjab,Khushab,4,BHU Jora Kalan,7262
Health Facility,Punjab,Khushab,4,BHU Khat Wan,7263
Health Facility,Punjab,Khushab,4,BHU Khura,7264
Health Facility,Punjab,Khushab,4,BHU Kund,7265
Health Facility,Punjab,Khushab,4,BHU Kutha Sugral,7266
Health Facility,Punjab,Khushab,4,BHU Majooka,7267
Health Facility,Punjab,Khushab,4,BHU Mb56,7268
Health Facility,Punjab,Khushab,4,BHU Naree,7269
Health Facility,Punjab,Khushab,4,BHU Nule,7270
Health Facility,Punjab,Khushab,4,BHU OCHali,7271
Health Facility,Punjab,Khushab,4,BHU Okhlee Mola,7272
Health Facility,Punjab,Khushab,4,BHU Pelo Vaince,7273
Health Facility,Punjab,Khushab,4,BHU Rah Dari,7274
Health Facility,Punjab,Khushab,4,BHU Rangpur 43,7275
Health Facility,Punjab,Khushab,4,BHU Sadiqabad,7276
Health Facility,Punjab,Khushab,4,BHU Shahwala,7277
Health Facility,Punjab,Khushab,4,BHU Shumad,7278
Health Facility,Punjab,Khushab,4,BHU Sodhi Jawali,7279
Health Facility,Punjab,Khushab,4,BHU Sundral,7280
Health Facility,Punjab,Khushab,4,BHU Taiteri,7281
Health Facility,Punjab,Khushab,4,BHU Taloker,7282
Health Facility,Punjab,Khushab,4,BHU Tiba Qiamdin,7283
Health Facility,Punjab,Khushab,4,BHU UCHala,7284
Health Facility,Punjab,Khushab,4,BHU Vaheer,7285
Health Facility,Punjab,Khushab,4,BHU WurCHa,7286
Health Facility,Punjab,Khushab,4,CD Adhi Kot,7287
Health Facility,Punjab,Khushab,4,DHQ Hosp Joherabad,7288
Health Facility,Punjab,Khushab,4,MCH Aungah,7290
Health Facility,Punjab,Khushab,4,MCH Center Joharabad,7291
Health Facility,Punjab,Khushab,4,MCH Center Khushab,7292
Health Facility,Punjab,Khushab,4,RHC Hedli,7296
Health Facility,Punjab,Khushab,4,RHC Khabaikee,7297
Health Facility,Punjab,Khushab,4,RHC Mitha Tewana,7298
Health Facility,Punjab,Khushab,4,RHC Puthrar,7299
Health Facility,Punjab,Khushab,4,RHC Rodah,7300
Health Facility,Punjab,Khushab,4,Social Security Hosp,7302
Health Facility,Punjab,Khushab,4,THQ Noor Pur,7304
Health Facility,Punjab,Khushab,4,THQ Noorpur,7306
Health Facility,Punjab,Khushab,4,THQ Noshehra Uc4,7307
Health Facility,Punjab,Khushab,4,THQ Quaida Abad,7309
District,Punjab,Khushab,3,Khushab District Store,7311
Health Facility,Punjab,Lahore,4,25 No Stop,7352
Health Facility,Punjab,Lahore,4,Abdul Raheem Hosp,7353
Health Facility,Punjab,Lahore,4,Al Hamd Hosp Keer Klan,7354
Health Facility,Punjab,Lahore,4,Amin Hyat Disp,7356
Health Facility,Punjab,Lahore,4,Avicenna Hosp,7357
Health Facility,Punjab,Lahore,4,Aziz Bhatti Town Store Lahore,7358
Health Facility,Punjab,Lahore,4,BagheCHi Sattain Wali EPI Center,7360
Health Facility,Punjab,Lahore,4,Basti Saden Shah,7361
Health Facility,Punjab,Lahore,4,Begam Koat Centre EPI,7363
Health Facility,Punjab,Lahore,4,Bhabhra Disp,7364
Health Facility,Punjab,Lahore,4,BHU Ali Razabad,7366
Health Facility,Punjab,Lahore,4,BHU Attoki Awan,7370
Health Facility,Punjab,Lahore,4,BHU Buller,7371
Health Facility,Punjab,Lahore,4,BHU Chapa,7372
Health Facility,Punjab,Lahore,4,BHU Dogran Kalan,7374
Health Facility,Punjab,Lahore,4,BHU Ghawind,7376
Health Facility,Punjab,Lahore,4,BHU Hadyara,7377
Health Facility,Punjab,Lahore,4,BHU Halloki,7379
Health Facility,Punjab,Lahore,4,BHU Heir,7381
Health Facility,Punjab,Lahore,4,BHU Jahman,7383
Health Facility,Punjab,Lahore,4,BHU Jodhu Dheer,7384
Health Facility,Punjab,Lahore,4,BHU KaCHa,7385
Health Facility,Punjab,Lahore,4,BHU Karol,7387
Health Facility,Punjab,Lahore,4,BHU Lakhoki,7390
Health Facility,Punjab,Lahore,4,BHU Leadr,7391
Health Facility,Punjab,Lahore,4,BHU Manhala,7392
Health Facility,Punjab,Lahore,4,BHU Maraka,7393
Health Facility,Punjab,Lahore,4,BHU Minawa,7394
Health Facility,Punjab,Lahore,4,BHU Narwar,7395
Health Facility,Punjab,Lahore,4,BHU Niaz Baig,7396
Health Facility,Punjab,Lahore,4,BHU Rangeel Pur,7397
Health Facility,Punjab,Lahore,4,BHU Shahzada,7398
Health Facility,Punjab,Lahore,4,BHU Sham Kay Bhatian,7399
Health Facility,Punjab,Lahore,4,BHU Sultan Kay,7400
Health Facility,Punjab,Lahore,4,BHU Wagha,7401
Health Facility,Punjab,Lahore,4,CB Disp Walton,7402
Health Facility,Punjab,Lahore,4,CD Sanda,7403
Health Facility,Punjab,Lahore,4,CHa Bhangyan Suraya Jabeen Park,7405
Health Facility,Punjab,Lahore,4,CHaudary Garden Asst Disp,7407
Health Facility,Punjab,Lahore,4,Children Hosp,7408
Health Facility,Punjab,Lahore,4,CHina SCHeme,7411
Health Facility,Punjab,Lahore,4,CHoug RHC,7412
Health Facility,Punjab,Lahore,4,Cmd Rabzr,7414
Health Facility,Punjab,Lahore,4,Dev Samj Disp,7416
Health Facility,Punjab,Lahore,4,Dhd Lakhodare,7417
Health Facility,Punjab,Lahore,4,Dholanwal,7418
Health Facility,Punjab,Lahore,4,Disp Geahusa,7419
Health Facility,Punjab,Lahore,4,Disp Rural Park,7420
Health Facility,Punjab,Lahore,4,EPI Bagpati Street,7422
Health Facility,Punjab,Lahore,4,EPI Center,7423
Health Facility,Punjab,Lahore,4,EPI Center Amin Park,7428
Health Facility,Punjab,Lahore,4,EPI Center Begam Pura,7430
Health Facility,Punjab,Lahore,4,EPI Center Bhasin,7432
Health Facility,Punjab,Lahore,4,EPI Center Bostan Colony,7433
Health Facility,Punjab,Lahore,4,EPI Center CHahmiran,7434
Health Facility,Punjab,Lahore,4,EPI Center CHamra Mandi,7435
Health Facility,Punjab,Lahore,4,EPI Center Dinnah Colony,7436
Health Facility,Punjab,Lahore,4,EPI Center Fathegar,7437
Health Facility,Punjab,Lahore,4,EPI Center Fleeming Road,7439
Health Facility,Punjab,Lahore,4,EPI Center Gazabad Bus Stop,7441
Health Facility,Punjab,Lahore,4,EPI Center Ibraim Road Disp,7444
Health Facility,Punjab,Lahore,4,EPI Center Ismail Nagar,7446
Health Facility,Punjab,Lahore,4,EPI Center Kashmir Block,7447
Health Facility,Punjab,Lahore,4,EPI Center Kk Saeed,7449
Health Facility,Punjab,Lahore,4,EPI Center Mayo Hosp,7450
Health Facility,Punjab,Lahore,4,EPI Center Mian Mumsli Hosp,7451
Health Facility,Punjab,Lahore,4,EPI Center Paisa Akhbar,7454
Health Facility,Punjab,Lahore,4,EPI Center Pange Peer,7456
Health Facility,Punjab,Lahore,4,EPI Center Qila Gujar Sing,7457
Health Facility,Punjab,Lahore,4,EPI Center Raza Block,7459
Health Facility,Punjab,Lahore,4,EPI Center Rhd,7460
Health Facility,Punjab,Lahore,4,EPI Center Salamat Pura,7461
Health Facility,Punjab,Lahore,4,EPI Center Sawaminagar,7463
Health Facility,Punjab,Lahore,4,EPI Center Shad Bagh,7464
Health Facility,Punjab,Lahore,4,EPI Center Shafiq Abad,7466
Health Facility,Punjab,Lahore,4,EPI Center Shagoharabad,7468
Health Facility,Punjab,Lahore,4,EPI Center Shah Kamal,7469
Health Facility,Punjab,Lahore,4,EPI Center Shaheem No 2,7470
Health Facility,Punjab,Lahore,4,EPI Center Takiya Lehri Shah,7471
Health Facility,Punjab,Lahore,4,EPI Center Union Councial,7473
Health Facility,Punjab,Lahore,4,EPI Center Yasrab Colony,7475
Health Facility,Punjab,Lahore,4,EPI Centre Babu Sabu,7476
Health Facility,Punjab,Lahore,4,EPI Centre Lady Walington Hosp,7478
Health Facility,Punjab,Lahore,4,EPI Centre Paki Thatti,7479
Health Facility,Punjab,Lahore,4,EPI Centre Racecourse,7481
Health Facility,Punjab,Lahore,4,EPI Centre Services Hosp,7483
Health Facility,Punjab,Lahore,4,EPI Data Nagar,7484
Health Facility,Punjab,Lahore,4,EPI Delhi Gate,7486
Health Facility,Punjab,Lahore,4,EPI ICHra Center,7487
Health Facility,Punjab,Lahore,4,EPI Iffifaq Pura,7489
Health Facility,Punjab,Lahore,4,EPI Khokar Road,7491
Health Facility,Punjab,Lahore,4,EPI Lohari Gate Disp,7493
Health Facility,Punjab,Lahore,4,EPI Lohari Gate Souter Mandi,7494
Health Facility,Punjab,Lahore,4,EPI Ravi Town,7495
Health Facility,Punjab,Lahore,4,EPI Reham Poora,7498
Health Facility,Punjab,Lahore,4,EPI Shah Alam Gate,7500
Health Facility,Punjab,Lahore,4,EPI Town Store CHoung,7502
Health Facility,Punjab,Lahore,4,Family Health Hosp,7509
Health Facility,Punjab,Lahore,4,Fauji Foundation Hosp. Ra Bazar,7510
Health Facility,Punjab,Lahore,4,Fillter Clinic Litton Road,7511
Health Facility,Punjab,Lahore,4,Fillter Clinic Town Ship,7512
Health Facility,Punjab,Lahore,4,Fillter Disp Sanat Nayaz,7513
Health Facility,Punjab,Lahore,4,G Shadra Town Hosp.,7515
Health Facility,Punjab,Lahore,4,Ganga Ram Hosp,7517
Health Facility,Punjab,Lahore,4,General Hosp EPI Center,7518
Health Facility,Punjab,Lahore,4,Govt Despensary EPI Center,7520
Health Facility,Punjab,Lahore,4,Govt Disp F Block Sabzazar,7521
Health Facility,Punjab,Lahore,4,Govt Dispencery Mushalpura,7523
Health Facility,Punjab,Lahore,4,Govt Hosp Model Town,7524
Health Facility,Punjab,Lahore,4,Gt Road MCH,7526
Health Facility,Punjab,Lahore,4,Gulberg Disp,7527
Health Facility,Punjab,Lahore,4,Hanjarwal Mansorah Hosp.,7531
Health Facility,Punjab,Lahore,4,Ishaq Haroon Hosp,7532
Health Facility,Punjab,Lahore,4,Itifaq Hosp Opd,7533
Health Facility,Punjab,Lahore,4,Jafaria Colony Disp,7534
Health Facility,Punjab,Lahore,4,Jalo Pind,7535
Health Facility,Punjab,Lahore,4,Janki Devi Hosp,7536
Health Facility,Punjab,Lahore,4,Jory  Pull EPI Center,7537
Health Facility,Punjab,Lahore,4,Justic Colony,7538
Health Facility,Punjab,Lahore,4,KaCHa Nishat Road Gawalmandi,7539
Health Facility,Punjab,Lahore,4,Kamahan,7540
Health Facility,Punjab,Lahore,4,Makhan Pura,7542
Health Facility,Punjab,Lahore,4,MCH Center Gujar Colony,7545
Health Facility,Punjab,Lahore,4,MCH Center Qazi Pash,7547
Health Facility,Punjab,Lahore,4,MCH Center Sowari,7548
Health Facility,Punjab,Lahore,4,MCH Timber MaRBet,7549
Health Facility,Punjab,Lahore,4,Metrenty Hosp CH Road,7550
Health Facility,Punjab,Lahore,4,Misri Shah Disp,7551
Health Facility,Punjab,Lahore,4,Mother And CHild Hosp,7552
Health Facility,Punjab,Lahore,4,Mustafa Abad,7553
Health Facility,Punjab,Lahore,4,Muzang Hosp,7554
Health Facility,Punjab,Lahore,4,Muzang Hosp.,7555
Health Facility,Punjab,Lahore,4,Nadirabad Disp,7556
Health Facility,Punjab,Lahore,4,Nafira Abad,7557
Health Facility,Punjab,Lahore,4,Nain Sukn,7558
Health Facility,Punjab,Lahore,4,Nia Town Store Room,7559
Health Facility,Punjab,Lahore,4,Pandoki BHU,7563
Health Facility,Punjab,Lahore,4,Raj Ghoot Dispensor Muslim Park,7564
Health Facility,Punjab,Lahore,4,Rewaz Garden,7566
Health Facility,Punjab,Lahore,4,RHC Awan Dhaiwala,7568
Health Facility,Punjab,Lahore,4,RHC Khana Nau,7569
Health Facility,Punjab,Lahore,4,RHC Manga,7572
Health Facility,Punjab,Lahore,4,RHC Raiwend,7575
Health Facility,Punjab,Lahore,4,Sadiq Khan Trust EPI Center,7577
Health Facility,Punjab,Lahore,4,Samanabad Hosp.,7578
Health Facility,Punjab,Lahore,4,Sanda Disp,7579
Health Facility,Punjab,Lahore,4,Saraye Sultan,7581
Health Facility,Punjab,Lahore,4,SarieCH BHU Dhalokt,7582
Health Facility,Punjab,Lahore,4,Saud Mitha Hosp,7583
Health Facility,Punjab,Lahore,4,Shadi Pur EPI Centre,7584
Health Facility,Punjab,Lahore,4,Shah Pur BHU,7586
Health Facility,Punjab,Lahore,4,Shahdra Town Hosp,7587
Health Facility,Punjab,Lahore,4,Shalimar Colony EPI Centre,7589
Health Facility,Punjab,Lahore,4,Sheik Zaid Hosp,7591
Health Facility,Punjab,Lahore,4,Society Hosp Nabi Pura,7592
Health Facility,Punjab,Lahore,4,Sper Market Shadman,7595
Health Facility,Punjab,Lahore,4,Sughra Shah Din,7597
Health Facility,Punjab,Lahore,4,Taj Bhaq Filter Clinic,7599
Health Facility,Punjab,Lahore,4,Town Ship EPI Center,7600
Health Facility,Punjab,Lahore,4,Town Store Data,7601
Health Facility,Punjab,Lahore,4,Town Store EPI Centre Wahga Town,7604
Health Facility,Punjab,Lahore,4,Uc Office Mustafabad,7607
Health Facility,Punjab,Lahore,4,Undani Shifa Khana Mustafabad,7609
Health Facility,Punjab,Lahore,4,Union Council Office,7610
Health Facility,Punjab,Lahore,4,Wasa Training Centre Gulshan Ravi,7612
District,Punjab,Lahore,3,Lahore District Store,7614
Health Facility,Punjab,Layyah,4,120 Tda,7626
Health Facility,Punjab,Layyah,4,124 Tda,7627
Health Facility,Punjab,Layyah,4,136 Tda,7628
Health Facility,Punjab,Layyah,4,151 Tda,7629
Health Facility,Punjab,Layyah,4,157 Tda,7630
Health Facility,Punjab,Layyah,4,161 A Tda,7631
Health Facility,Punjab,Layyah,4,172 Tda,7632
Health Facility,Punjab,Layyah,4,218 Tda,7633
Health Facility,Punjab,Layyah,4,242b Tda,7634
Health Facility,Punjab,Layyah,4,300 Tda,7635
Health Facility,Punjab,Layyah,4,306 Tda,7636
Health Facility,Punjab,Layyah,4,325 Tda,7637
Health Facility,Punjab,Layyah,4,366 Tda,7639
Health Facility,Punjab,Layyah,4,75 A Tda,7640
Health Facility,Punjab,Layyah,4,90 A Tda,7641
Health Facility,Punjab,Layyah,4,90 Ml,7642
Health Facility,Punjab,Layyah,4,98 Ml,7643
Health Facility,Punjab,Layyah,4,B A Khan,7644
Health Facility,Punjab,Layyah,4,Bait Wasawa Shumali,7646
Health Facility,Punjab,Layyah,4,Chak 110,7648
Health Facility,Punjab,Layyah,4,Dinpur,7651
Health Facility,Punjab,Layyah,4,Garay Wala,7652
Health Facility,Punjab,Layyah,4,Jaccar Pacca,7653
Health Facility,Punjab,Layyah,4,Jaman Shah,7654
Health Facility,Punjab,Layyah,4,Jherkal,7656
Health Facility,Punjab,Layyah,4,Jhok Jaskani,7657
Health Facility,Punjab,Layyah,4,Katani Wala Basti Qazi,7658
Health Facility,Punjab,Layyah,4,Khairey Wala,7659
Health Facility,Punjab,Layyah,4,Ladhana,7661
Health Facility,Punjab,Layyah,4,Laskaniwala,7662
Health Facility,Punjab,Layyah,4,Layyah Thal Klan,7663
Health Facility,Punjab,Layyah,4,LohanCH Nasheed,7664
Health Facility,Punjab,Layyah,4,Mandi Town,7665
Health Facility,Punjab,Layyah,4,Marhamwali,7667
Health Facility,Punjab,Layyah,4,Mirhan,7668
Health Facility,Punjab,Layyah,4,Nawan Kot,7670
Health Facility,Punjab,Layyah,4,Pahar Pur,7671
Health Facility,Punjab,Layyah,4,Sahoowala,7672
Health Facility,Punjab,Layyah,4,Sami Pur Bhageel,7673
Health Facility,Punjab,Layyah,4,Shado Khan,7674
Health Facility,Punjab,Layyah,4,Shah Pur,7675
Health Facility,Punjab,Layyah,4,Sher Garh,7676
Health Facility,Punjab,Layyah,4,Sumra Nasheeb,7677
Health Facility,Punjab,Layyah,4,Thal Hosp,7678
Health Facility,Punjab,Layyah,4,THQ CHoubara,7682
Health Facility,Punjab,Layyah,4,THQ Kot Sultan,7693
Health Facility,Punjab,Layyah,4,Wareh Sehran,7695
District,Punjab,Layyah,3,Layyah District Store,7696
Health Facility,Punjab,Lodhran,4,1 4 Mr,7753
Health Facility,Punjab,Lodhran,4,12mpr,7754
Health Facility,Punjab,Lodhran,4,231 Wb,7755
Health Facility,Punjab,Lodhran,4,237 Wb,7756
Health Facility,Punjab,Lodhran,4,253 Wb,7757
Health Facility,Punjab,Lodhran,4,34 M,7758
Health Facility,Punjab,Lodhran,4,35 M,7759
Health Facility,Punjab,Lodhran,4,353 Wb,7760
Health Facility,Punjab,Lodhran,4,355 Wb,7761
Health Facility,Punjab,Lodhran,4,359 Wb,7762
Health Facility,Punjab,Lodhran,4,360 Wb,7763
Health Facility,Punjab,Lodhran,4,376 Wb,7764
