Health Level,Admin 1,Admin 2,Level,Facility,UID,Facility Type,Link,Latitude,Longitude
Health Facility,Azad Kashmir,Sudhnati,4,Sahrra,533,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Singola,534,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Soon Topo,535,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Tanda Ghambir,536,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Tatrinot,537,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Thorar,539,Bhu,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Cmh  S K B Zahid,540,x,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Dho Epi Center,541,x,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Fap Banback,542,Epi Center,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Barrien,543,Fap,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Sahar Kakota,544,Mch Center,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Abbas Pur,546,Rhc,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Ali Sojel,550,Rhc,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Banjosa,551,Rhc,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Panaiola,552,Rhc,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Tain,554,Rhc,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Epi Center Hajira,555,Thq,0-x,0,0
District,Azad Kashmir,Sudhnati,3,Poonch,559,District Store,0-x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Azad Patan,567,x,0-x,0,0
Health Facility,Balochistan,Awaran,4,Baloch,569,x,0-x,0,0
Health Facility,Balochistan,Awaran,4,Barral,570,x,0-x,0,0
Health Facility,Balochistan,Awaran,4,Bassari Khas,572,x,0-x,0,0
Health Facility,Balochistan,Awaran,4,Batikh,573,x,0-x,0,0
Health Facility,Balochistan,Awaran,4,Batran,575,x,0-x,0,0
Health Facility,Balochistan,Awaran,4,Chachhan,577,x,0-x,0,0
Health Facility,Balochistan,Awaran,4,Challar,580,x,0-x,0,0
Health Facility,Balochistan,Awaran,4,Charyal,581,x,0-x,0,0
Health Facility,Balochistan,Awaran,4,D P M Khan,582,x,0-x,0,0
Health Facility,Balochistan,Awaran,4,Dengroon,584,x,0-x,0,0
Health Facility,Balochistan,Awaran,4,Center,585,Dhq,0-x,0,0
Health Facility,Balochistan,Awaran,4,Dreak Gorah,586,x,0-x,0,0
Health Facility,Balochistan,Awaran,4,Gala Kanta,587,x,0-x,0,0
Health Facility,Balochistan,Awaran,4,Garala,590,x,0-x,0,0
Health Facility,Balochistan,Awaran,4,Gorah,592,x,0-x,0,0
Health Facility,Balochistan,Awaran,4,Karamat Abad,594,x,0-x,0,0
Health Facility,Balochistan,Awaran,4,Mong,595,x,0-x,0,0
Health Facility,Balochistan,Awaran,4,Muslam Abad,597,x,0-x,0,0
Health Facility,Balochistan,Awaran,4,Nalian,598,x,0-x,0,0
Health Facility,Balochistan,Awaran,4,Nallanda,600,x,0-x,0,0
Health Facility,Balochistan,Awaran,4,Pana,601,x,0-x,0,0
Health Facility,Balochistan,Awaran,4,Panthal,603,x,0-x,0,0
Health Facility,Balochistan,Awaran,4,Pura,605,x,0-x,0,0
Health Facility,Balochistan,Awaran,4,Qullan,606,x,0-x,0,0
Health Facility,Balochistan,Awaran,4,Sher Basota,607,x,0-x,0,0
Health Facility,Balochistan,Awaran,4,Tahlian,608,x,0-x,0,0
Health Facility,Balochistan,Awaran,4,Tarar Khal,610,x,0-x,0,0
Health Facility,Balochistan,Awaran,4,Vaccine Store,613,Thq,0-x,0,0
District,Balochistan,Awaran,3,Sudnuti,618,District Store,0-x,0,0
Health Facility,Balochistan,Awaran,4,Awaran,632,Bhu,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Gishorke,633,Bhu,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Nokioh,637,Bhu,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Awaran,638,Dhq,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Jahoo,640,Rhc,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Masheay,643,Rhc,0-x,0,0
District,Balochistan,Dera Bugti,3,Awaran,647,District Store,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Eshani,656,Bhu,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Rakhni,657,Bhu,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Naharkot,658,Cd,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Sadrani,659,Cd,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Barkhan,660,Dhq Hosp,0-x,0,0
District,Balochistan,Dera Bugti,3,Barkhan,661,District Store,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Chander,667,Bhu,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Jalbani,668,Bhu,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Kirta,669,Bhu,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Kolpur,670,Bhu,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Masso,671,Bhu,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Mushkaf,672,Bhu,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Shehbaz Khan,673,Bhu,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Sunni,674,Bhu,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Ghazi,675,Cd,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Bagh,676,Ch,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Mach,678,Ch,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Dahar,680,Dhq,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Chalgari,681,Rhc,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Haji Shahi,682,Rhc,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Kattan,684,Rhc,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Mitheri,685,Rhc,0-x,0,0
District,Balochistan,Dera Bugti,3,Bolan,687,District Store,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Padga,705,Bhu,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Taftan,706,Bhu,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Dalbadin,707,Dhq Hosp,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Chagai Village,708,Rhc,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Nokundi,710,Rhc,0-x,0,0
District,Balochistan,Dera Bugti,3,Chaghai,711,District Store,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Malom,722,Bhu,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Patra,723,Bhu,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Petok,724,Bhu,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Uc Dera Bugti,725,Bhu,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Sham Kulchas,726,Cd,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Dbugti,727,Dhq Hosp,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Sui,729,Mch Center,0-x,0,0
Health Facility,Balochistan,Dera Bugti,4,Bakar,730,Rhc,0-x,0,0
District,Balochistan,Dera Bugti,3,Dbugti,732,District Store,0-x,0,0
Health Facility,Balochistan,Gwadar,4,Jatti Dour,742,Bhu,0-x,0,0
Health Facility,Balochistan,Gwadar,4,Kalato,743,Bhu,0-x,0,0
Health Facility,Balochistan,Gwadar,4,Nihint,744,Bhu,0-x,0,0
Health Facility,Balochistan,Gwadar,4,Piskan,745,Bhu,0-x,0,0
Health Facility,Balochistan,Gwadar,4,Shadobend,746,Bhu,0-x,0,0
Health Facility,Balochistan,Gwadar,4,Surbandar,747,Bhu,0-x,0,0
Health Facility,Balochistan,Gwadar,4,Faqeerabad,748,Cd,0-x,0,0
Health Facility,Balochistan,Gwadar,4,Gwdur,750,Dhq Hosp,0-x,0,0
Health Facility,Balochistan,Gwadar,4,Geoni,751,Rhc,0-x,0,0
Health Facility,Balochistan,Gwadar,4,Ormara,752,Rhc,0-x,0,0
Health Facility,Balochistan,Gwadar,4,Pasni,754,Rhc,0-x,0,0
District,Balochistan,Gwadar,3,Gwadur,755,District Store,0-x,0,0
Health Facility,Balochistan,Harnai,4,Ghormi,760,Bhu,0-x,0,0
Health Facility,Balochistan,Harnai,4,Kidrani,761,Bhu,0-x,0,0
Health Facility,Balochistan,Harnai,4,Zardalo,762,Bhu,0-x,0,0
Health Facility,Balochistan,Harnai,4,Naks,763,Cd,0-x,0,0
Health Facility,Balochistan,Harnai,4,Female Hosp,764,x,0-x,0,0
Health Facility,Balochistan,Harnai,4,Prcs Hosp,765,x,0-x,0,0
Health Facility,Balochistan,Harnai,4,Shahrag,766,Rhc,0-x,0,0
District,Balochistan,Harnai,3,Harnai,767,District Store,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Adam Pur,770,Bhu,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Ahmedabad,771,Bhu,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Aliabad Jamali,773,Bhu,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Allah Yar,774,Bhu,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Azizullah Satakzai,775,Bhu,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Bagh Head,776,Bhu,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Baghtel,777,Bhu,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Cattel Farm,778,Bhu,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Dirghi,780,Bhu,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Gandakha,781,Bhu,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Ghreebabad,782,Bhu,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Imail Chalgary,783,Bhu,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Jhandatalab,784,Bhu,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Jia Khan,785,Bhu,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Manjhi Pur,786,Bhu,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Mehrab Nedwani,787,Bhu,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Murad Ali,788,Bhu,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Noor Pur,789,Bhu,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Panhwer,790,Bhu,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Roshan Din,791,Bhu,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Sibi Jadeed,792,Bhu,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Sohbat Pur,793,Bhu,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Taj Pur,794,Bhu,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Abdul Rashid,795,Cd,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Abdul Sattar,796,Cd,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Arz Muhammad Bugti,797,Cd,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Balo Pur,798,Cd,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Faizabad,799,Cd,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Hafeezabad,800,Cd,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Hair Din,801,Cd,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Ibrahim Jamali,802,Cd,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Kandri,803,Cd,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Noshki Jadeed,804,Cd,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Parya Khan,805,Cd,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Rustam Jamali,806,Cd,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Usta Muhammad,807,Civil Hosp,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Dho Office Epi Center,810,x,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Dhq,811,x,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Female Hosp,812,Dhq,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Labour Hosp,813,x,0-x,0,0
Health Facility,Balochistan,Jaffarabad,4,Rojhan Jamali,814,Rhc,0-x,0,0
District,Balochistan,Jaffarabad,3,Jafarabad,815,District Store,0-x,0,0
Health Facility,Balochistan,Jhal Magsi,4,Barija,820,Bhu,0-x,0,0
Health Facility,Balochistan,Jhal Magsi,4,Gandawah,821,Bhu,0-x,0,0
Health Facility,Balochistan,Jhal Magsi,4,Hatyari,822,Bhu,0-x,0,0
Health Facility,Balochistan,Jhal Magsi,4,Korara,824,Cd,0-x,0,0
Health Facility,Balochistan,Jhal Magsi,4,Kotra,825,Cd,0-x,0,0
Health Facility,Balochistan,Jhal Magsi,4,Mirpur,826,Cd,0-x,0,0
Health Facility,Balochistan,Jhal Magsi,4,Gandawah,827,Dhq,0-x,0,0
Health Facility,Balochistan,Jhal Magsi,4,Rhe Jhal Magsi,829,x,0-x,0,0
District,Balochistan,Jhal Magsi,3,Jhalmagsi,831,District Store,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Aalkazai,844,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Aamokthan,845,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Bagh Barshore,846,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Batazai,847,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Buttazai,848,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Darozai,849,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Dub Khanozai,850,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Hajeezai,851,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Haji Bakht,852,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Hajizai,853,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Hekalzai,854,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Hurramzia,855,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Jangal Piralizai,856,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Malazai,857,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Malikyar,858,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Manzaki,860,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Mehmood Abad I,862,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Mehmood Abad Ll,863,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Mehmoodabad Ii,864,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Milat Abad,865,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Mir Ali Zai,866,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Miralzai,867,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Mujhtian,868,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Pir Ali Zai,869,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Pir Alizai,870,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Saghai,871,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Sar Khanzai,872,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Saranan,874,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Shakarzai,875,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Shakazai,876,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Thora Gharah,877,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Tora Ghara,878,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Bhumehmood Abad L,879,x,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Armbi Masezai,880,Cd,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Dab Khanzai,881,x,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Dho Office,882,x,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Chaman,883,Dhq Hosp,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Pishin,884,Dhq,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Alizai,886,Rhc,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Barshore,888,Rhc,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Bostan,890,Rhc,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Gangzai,892,Rhc,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Habib Zai,893,Rhc,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Huramzai,894,Rhc,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,K/Abdullah,895,Rhc,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Karbala,896,Rhc,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Karballah,897,Rhc,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Killa Abdullah,898,Rhc,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Mazai Adda,899,Rhc,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Rod Mullazai,910,Rhc,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Saranan,911,Rhc,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Umerabad,912,Rhc,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Rhcmazai Adda,914,x,0-x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Khanozai,915,Thq,0-x,0,0
District,Balochistan,Killa Abdullah,3,Kabdulah,918,District Store,0-x,0,0
District,Balochistan,Pishin,3,Pishinn,920,District Store,0-x,0,0
Health Facility,Balochistan,Kalat,4,Ahmed Abad,925,Bhu,0-x,0,0
Health Facility,Balochistan,Kalat,4,Barinchiro,926,Bhu,0-x,0,0
Health Facility,Balochistan,Kalat,4,Chaati Kalat,927,Bhu,0-x,0,0
Health Facility,Balochistan,Kalat,4,Iskalkoo,928,Bhu,0-x,0,0
Health Facility,Balochistan,Kalat,4,Johan,929,Bhu,0-x,0,0
Health Facility,Balochistan,Kalat,4,Lakormi,930,Bhu,0-x,0,0
Health Facility,Balochistan,Kalat,4,Mal Shahorahi,931,Bhu,0-x,0,0
Health Facility,Balochistan,Kalat,4,Mohammad Ghoran,932,Bhu,0-x,0,0
Health Facility,Balochistan,Kalat,4,Nichara,933,Bhu,0-x,0,0
Health Facility,Balochistan,Kalat,4,Pardran,935,Bhu,0-x,0,0
Health Facility,Balochistan,Kalat,4,Siakumb,936,Bhu,0-x,0,0
Health Facility,Balochistan,Kalat,4,Gazg,937,Cd,0-x,0,0
Health Facility,Balochistan,Kalat,4,Jewa Killa Rehman,938,Cd,0-x,0,0
Health Facility,Balochistan,Kalat,4,Kohing,939,Cd,0-x,0,0
Health Facility,Balochistan,Kalat,4,Marap,940,Cd,0-x,0,0
Health Facility,Balochistan,Kalat,4,Namarugh,941,Cd,0-x,0,0
Health Facility,Balochistan,Kalat,4,Rodenjo,942,Cd,0-x,0,0
Health Facility,Balochistan,Kalat,4,Toba,943,Cd,0-x,0,0
Health Facility,Balochistan,Kalat,4,Surab,944,Civil Hosp,0-x,0,0
Health Facility,Balochistan,Kalat,4,Kalat,947,Dhq,0-x,0,0
Health Facility,Balochistan,Kalat,4,Chashma,948,Mch Center,0-x,0,0
Health Facility,Balochistan,Kalat,4,Surab,949,Mch Center,0-x,0,0
Health Facility,Balochistan,Kalat,4,Goam Kalat,951,Mch,0-x,0,0
Health Facility,Balochistan,Kalat,4,Hathyari,952,Rhc,0-x,0,0
Health Facility,Balochistan,Kalat,4,Mandh Haji,954,Rhc,0-x,0,0
Health Facility,Balochistan,Kalat,4,Zard Ghulam Jan,957,Rhc,0-x,0,0
District,Balochistan,Kalat,3,Kalat,958,District Store,0-x,0,0
Health Facility,Balochistan,Kech,4,Absor,967,Bhu,0-x,0,0
Health Facility,Balochistan,Kech,4,Balicha,968,Bhu,0-x,0,0
Health Facility,Balochistan,Kech,4,Bullo,969,Bhu,0-x,0,0
Health Facility,Balochistan,Kech,4,Dandar,970,Bhu,0-x,0,0
Health Facility,Balochistan,Kech,4,Darachko,971,Bhu,0-x,0,0
Health Facility,Balochistan,Kech,4,Hoshab,972,Bhu,0-x,0,0
Health Facility,Balochistan,Kech,4,Kaski,973,Bhu,0-x,0,0
Health Facility,Balochistan,Kech,4,Kunchiti,974,Bhu,0-x,0,0
Health Facility,Balochistan,Kech,4,Palabad,975,Bhu,0-x,0,0
Health Facility,Balochistan,Kech,4,Sami,976,Bhu,0-x,0,0
Health Facility,Balochistan,Kech,4,Sari Kallag,978,Bhu,0-x,0,0
Health Facility,Balochistan,Kech,4,Sarikahn,979,Bhu,0-x,0,0
Health Facility,Balochistan,Kech,4,Shahi Tuing,980,Bhu,0-x,0,0
Health Facility,Balochistan,Kech,4,Nazarabad,981,Cd,0-x,0,0
Health Facility,Balochistan,Kech,4,Shahrak,982,Cd,0-x,0,0
Health Facility,Balochistan,Kech,4,Turbat,983,Dhq Hosp,0-x,0,0
Health Facility,Balochistan,Kech,4,Old Civil Hosp Turbat,984,x,0-x,0,0
Health Facility,Balochistan,Kech,4,Balnigore,985,Rhc,0-x,0,0
Health Facility,Balochistan,Kech,4,Bit Buleda,986,Rhc,0-x,0,0
Health Facility,Balochistan,Kech,4,Didask,987,Rhc,0-x,0,0
Health Facility,Balochistan,Kech,4,Gomazi,988,Rhc,0-x,0,0
Health Facility,Balochistan,Kech,4,Kalatuk,989,Rhc,0-x,0,0
Health Facility,Balochistan,Kech,4,Kuddan,990,Rhc,0-x,0,0
Health Facility,Balochistan,Kech,4,Mand,991,Rhc,0-x,0,0
Health Facility,Balochistan,Kech,4,Nasirabad,992,Rhc,0-x,0,0
Health Facility,Balochistan,Kech,4,Tump,993,Rhc,0-x,0,0
Health Facility,Balochistan,Kech,4,Zarinbug,994,Rhc,0-x,0,0
District,Balochistan,Kech,3,Kech,995,District Store,0-x,0,0
Health Facility,Balochistan,Kharan,4,Joda-E-Kalat,1018,Bhu,0-x,0,0
Health Facility,Balochistan,Kharan,4,Noroz Kalat,1019,Bhu,0-x,0,0
Health Facility,Balochistan,Kharan,4,Rrri Kalat,1020,Bhu,0-x,0,0
Health Facility,Balochistan,Kharan,4,Saragi,1021,Bhu,0-x,0,0
Health Facility,Balochistan,Kharan,4,Sarawan,1022,Bhu,0-x,0,0
Health Facility,Balochistan,Kharan,4,Urao,1023,Bhu,0-x,0,0
Health Facility,Balochistan,Kharan,4,Bcddi,1024,Cd,0-x,0,0
Health Facility,Balochistan,Kharan,4,Kharan,1025,Dhq,0-x,0,0
Health Facility,Balochistan,Kharan,4,Kharan,1026,Mch Center,0-x,0,0
District,Balochistan,Kharan,3,Kharan,1027,District Store,0-x,0,0
Health Facility,Balochistan,Khuzdar,4,Kahan,1037,Bhu,0-x,0,0
Health Facility,Balochistan,Khuzdar,4,Baghbana,1038,Bhu,0-x,0,0
Health Facility,Balochistan,Khuzdar,4,Bajori,1039,Bhu,0-x,0,0
Health Facility,Balochistan,Khuzdar,4,Balbal,1040,Bhu,0-x,0,0
Health Facility,Balochistan,Khuzdar,4,Chashma,1041,Bhu,0-x,0,0
Health Facility,Balochistan,Khuzdar,4,Gani Gresha,1042,Bhu,0-x,0,0
Health Facility,Balochistan,Khuzdar,4,Hatachi,1046,Bhu,0-x,0,0
Health Facility,Balochistan,Khuzdar,4,Hozor Gangi,1047,Bhu,0-x,0,0
Health Facility,Balochistan,Khuzdar,4,Manyalo,1048,Bhu,0-x,0,0
Health Facility,Balochistan,Khuzdar,4,Norgama,1049,Bhu,0-x,0,0
Health Facility,Balochistan,Khuzdar,4,Saraij Gresha,1051,Bhu,0-x,0,0
Health Facility,Balochistan,Khuzdar,4,Sunchakoo,1052,Bhu,0-x,0,0
Health Facility,Balochistan,Khuzdar,4,Tootak,1053,Bhu,0-x,0,0
Health Facility,Balochistan,Khuzdar,4,Wahir,1054,Bhu,0-x,0,0
Health Facility,Balochistan,Khuzdar,4,Zeedi,1056,Bhu,0-x,0,0
Health Facility,Balochistan,Khuzdar,4,Faizabad,1057,Dhq,0-x,0,0
Health Facility,Balochistan,Khuzdar,4,Abad,1058,Rhc,0-x,0,0
Health Facility,Balochistan,Khuzdar,4,Kharzan,1059,Rhc,0-x,0,0
Health Facility,Balochistan,Khuzdar,4,Nal,1060,Rhc,0-x,0,0
Health Facility,Balochistan,Khuzdar,4,Norgama,1062,Rhc,0-x,0,0
Health Facility,Balochistan,Khuzdar,4,Omach,1064,Rhc,0-x,0,0
Health Facility,Balochistan,Khuzdar,4,Wadh,1065,Rhc,0-x,0,0
District,Balochistan,Khuzdar,3,Khuzdar,1067,District Store,0-x,0,0
Health Facility,Balochistan,Kohlu,4,Kohlu Saddar,1085,Bhu,0-x,0,0
Health Facility,Balochistan,Kohlu,4,Lasezai,1086,Bhu,0-x,0,0
Health Facility,Balochistan,Kohlu,4,Shalwar,1087,Bhu,0-x,0,0
Health Facility,Balochistan,Kohlu,4,Uryani,1090,Bhu,0-x,0,0
Health Facility,Balochistan,Kohlu,4,Garibabad,1091,Cd,0-x,0,0
Health Facility,Balochistan,Kohlu,4,Kohlu,1094,Dhq Hosp,0-x,0,0
Health Facility,Balochistan,Kohlu,4,Old Dhq Hosp Kohlu,1095,x,0-x,0,0
Health Facility,Balochistan,Kohlu,4,Kohlu,1098,Rhc,0-x,0,0
District,Balochistan,Kohlu,3,Kohlu,1099,District Store,0-x,0,0
Health Facility,Balochistan,Killa Saifullah,4,Gwal Ismailzai,1108,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Saifullah,4,Kalo Kila,1109,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Saifullah,4,Kanchoghai,1110,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Saifullah,4,Kili Amir Muhammad,1111,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Saifullah,4,Murgha Faqirzai,1112,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Saifullah,4,Nali Sar,1113,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Saifullah,4,Nissi,1114,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Saifullah,4,Sharan Jogezai,1115,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Saifullah,4,Wargazi,1116,Bhu,0-x,0,0
Health Facility,Balochistan,Killa Saifullah,4,Alozai,1117,Cd,0-x,0,0
Health Facility,Balochistan,Killa Saifullah,4,Ksaifullah,1118,Dhq,0-x,0,0
Health Facility,Balochistan,Killa Saifullah,4,Kan Meterzai,1120,Rhc,0-x,0,0
